lead_time,arrival_year,arrival_month,arrival_date,arrival_week_number,arrival_day_of_week,stays_in_weekend_nights,stays_in_week_nights,total_guests,total_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests,room_type_value,meal_plan_value,market_segment_value,distribution_channel_value,customer_type_value,deposit_type_value,booking_status_Not_Canceled,avg_price_per_room
1,2015,11,14,46,2,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,0,1,79.0
1,2015,11,14,46,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,0,1,79.0
1,2015,11,14,46,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,0,1,79.0
3,2015,11,9,46,3,1,5,2.0,6,2,0.0,0,0,0,0,0,0,0,1,4,0,2.0,2,0,0,1,72.75
32,2015,11,14,46,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,3,1,0,2.0,2,3,0,1,96.3
28,2015,11,11,46,5,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,85.6
19,2015,11,11,46,3,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,1,4,0,2.0,2,3,0,1,99.45
14,2015,11,6,45,4,2,7,2.0,9,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,47.78
1,2015,11,14,46,4,0,1,4.0,1,2,2.0,0,0,0,0,0,0,0,0,6,0,0.0,0,0,0,1,78.0
2,2016,10,1,40,0,0,1,4.0,1,2,2.0,0,1,0,1,0,0,0,1,6,0,0.0,0,0,0,1,85.0
10,2015,11,13,46,0,0,2,2.0,2,2,0.0,0,0,0,0,1,0,0,0,1,0,2.0,2,3,0,1,12.0
4,2015,11,13,46,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,1,1,4,0,0.0,0,0,0,1,104.0
13,2015,11,8,46,6,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,90.95
28,2015,11,13,46,4,0,2,2.0,2,2,0.0,0,0,0,0,2,0,0,1,1,0,3.0,2,0,0,1,85.6
36,2015,11,13,46,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,96.3
0,2015,11,14,46,3,0,1,2.0,1,2,0.0,0,0,0,0,3,0,0,2,1,3,2.0,2,3,0,1,85.0
1,2015,11,14,46,3,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,1,75.0
1,2015,11,14,46,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,1,75.0
51,2015,11,11,46,4,0,4,2.0,4,2,0.0,0,0,0,0,1,0,0,1,4,0,3.0,2,0,0,1,69.0
51,2015,11,11,46,4,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,1,4,0,3.0,2,0,0,1,60.0
4,2015,11,14,46,0,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,85.0
0,2015,11,14,46,5,0,1,3.0,1,3,0.0,0,0,0,0,1,0,0,2,4,0,2.0,2,3,0,1,107.0
50,2015,11,13,46,0,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,60.0
2,2015,11,13,46,5,1,2,1.0,3,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,3,0,1,91.0
23,2015,11,12,46,3,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,3,0,1,90.95
50,2015,11,13,46,3,1,2,3.0,3,3,0.0,0,0,0,0,0,0,0,1,4,0,3.0,2,0,0,1,90.0
13,2015,11,15,47,5,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,65.0
13,2015,11,15,47,4,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,65.0
31,2015,12,17,51,3,0,2,1.0,2,1,0.0,0,1,0,1,0,0,0,0,1,0,1.0,1,0,0,1,65.0
10,2016,2,4,6,4,0,1,1.0,1,1,0.0,0,1,0,2,1,0,0,0,1,0,1.0,1,1,0,1,66.0
7,2016,3,11,11,6,0,2,2.0,2,2,0.0,0,1,0,3,2,0,0,0,1,0,1.0,1,0,0,1,84.0
37,2016,3,13,12,2,1,0,2.0,1,2,0.0,0,1,0,3,1,0,0,0,1,0,1.0,1,1,0,1,77.0
55,2016,3,31,14,2,0,2,1.0,2,1,0.0,0,1,0,5,0,0,0,0,1,0,1.0,1,1,0,1,65.0
45,2016,4,10,16,1,1,0,1.0,1,1,0.0,0,1,1,6,0,0,0,0,1,0,1.0,1,1,0,0,65.0
58,2015,11,13,46,0,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,3,0,1,79.2
63,2015,11,12,46,6,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,3,0,1,85.0
17,2015,11,13,46,1,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,38.67
23,2015,12,4,49,2,1,2,2.0,3,2,0.0,0,0,1,0,0,0,0,1,2,0,2.0,2,3,0,0,93.33
23,2015,12,4,49,3,1,2,2.0,3,2,0.0,0,0,1,0,0,0,0,1,2,0,2.0,2,3,0,0,93.33
3,2015,11,13,46,6,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,3,0,1,64.0
9,2015,11,12,46,0,1,3,2.0,4,2,0.0,0,0,0,0,1,0,0,1,4,0,2.0,2,3,0,1,107.0
55,2015,12,27,53,0,3,5,2.0,8,2,0.0,0,0,1,0,0,0,0,0,4,0,2.0,2,3,0,0,117.0
37,2015,11,19,47,1,0,3,2.0,3,2,0.0,0,0,1,0,0,0,0,1,4,0,2.0,2,3,0,0,131.4
23,2015,11,21,47,0,2,2,1.0,4,1,0.0,0,0,1,0,0,0,0,0,1,0,2.0,2,0,0,0,89.0
50,2015,11,13,46,2,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,60.0
5,2015,11,15,47,3,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,3,2.0,2,0,0,1,73.15
22,2015,11,14,46,1,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,3,0,1,87.0
39,2015,11,13,46,3,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,3,0,1,96.3
46,2015,11,13,46,5,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,2,0,1,60.0
35,2015,11,14,46,1,1,1,1.0,2,1,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,81.0
125,2016,2,21,9,5,2,1,2.0,3,2,0.0,0,0,1,0,0,0,0,1,2,0,2.0,2,3,0,0,81.0
125,2016,2,21,9,4,2,1,2.0,3,2,0.0,0,0,1,0,0,0,0,1,2,0,2.0,2,3,0,0,81.0
0,2015,11,15,47,6,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,74.69
22,2015,12,5,49,0,2,1,2.0,3,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,3,0,0,85.6
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,0,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,3,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,2,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,1,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,0,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,1,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,2,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,3,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,1,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,0,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,1,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,1,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,0,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,2,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,1,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,3,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,0,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,6,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,2,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,3,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,4,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
33,2015,12,9,50,5,0,2,2.0,2,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,110.0
61,2015,11,12,46,0,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,1,4,0,2.0,2,0,0,1,81.9
23,2015,12,9,50,3,1,4,2.0,5,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
19,2015,12,5,49,0,2,1,2.0,3,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
19,2015,12,5,49,5,2,1,2.0,3,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
19,2015,12,5,49,2,2,1,2.0,3,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
19,2015,12,5,49,6,2,1,2.0,3,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
19,2015,12,5,49,2,2,2,2.0,4,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
19,2015,12,5,49,0,2,3,2.0,5,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
15,2015,12,1,49,6,0,2,2.0,2,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
15,2015,12,1,49,2,0,2,2.0,2,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,69.0
25,2015,11,10,46,5,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,3.0,2,0,0,1,68.0
52,2015,11,12,46,0,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,60.0
47,2015,11,14,46,6,2,1,2.0,3,2,0.0,0,0,0,0,1,0,0,0,4,0,3.0,2,2,0,1,60.0
7,2015,11,16,47,1,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,79.0
61,2015,11,14,46,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,2,4,0,2.0,2,0,0,1,81.9
25,2015,11,16,47,1,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,77.77
3,2015,11,19,47,2,0,3,2.0,3,2,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,0,0,64.0
18,2015,11,16,47,0,1,0,2.0,1,2,0.0,0,0,0,0,0,0,1,0,1,0,2.0,2,0,0,1,104.0
29,2015,11,14,46,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,46.67
7,2015,11,16,47,6,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,3,0,1,91.0
7,2015,11,16,47,5,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,3,0,1,91.0
7,2015,11,16,47,0,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,3,0,1,91.0
51,2015,11,12,46,0,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,60.0
22,2015,11,14,46,4,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,3,0,1,87.0
74,2016,1,1,1,3,2,3,2.0,5,2,0.0,0,0,1,0,0,0,0,0,2,0,2.0,2,3,0,0,86.58
74,2016,1,1,1,6,2,3,2.0,5,2,0.0,0,0,1,0,0,0,0,0,2,0,2.0,2,3,0,0,86.58
51,2015,11,14,46,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,60.0
49,2015,11,12,46,2,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,60.0
50,2015,11,12,46,0,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,60.0
4,2015,11,14,46,1,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,1,81.0
4,2015,11,14,46,3,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,1,81.0
4,2015,11,17,47,1,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,91.67
26,2015,12,13,51,2,2,2,1.0,4,1,0.0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,0,0,69.0
20,2015,11,29,49,6,1,0,2.0,1,2,0.0,0,0,1,0,0,0,0,1,1,0,2.0,2,3,0,0,97.0
104,2016,2,29,10,0,1,5,2.0,6,2,0.0,0,1,1,0,0,0,0,0,1,0,2.0,2,0,0,0,61.43
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,0,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,1,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,0,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,0,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,4,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,1,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,0,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,4,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,4,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,0,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,1,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,0,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,1,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,0,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,6,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,1,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,4,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,1,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,4,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,4,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,5,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,0,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,2,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
34,2015,12,8,50,3,0,2,1.0,2,1,0.0,0,0,1,0,0,0,0,0,1,0,3.0,2,0,1,0,90.0
